page_url,severity,code,message,meta
https://collezionecasa.it/,WARNING,CANONICAL_MISSING,Pagina senza canonical URL,"{""field"": ""canonical"", ""value"": """"}"
https://collezionecasa.it/,WARNING,IMAGES_MISSING_ALT,Immagini senza attributo ALT,"{""field"": ""images_alt"", ""missing"": 4, ""empty"": 0, ""total"": 14}"
https://collezionecasa.it/,INFO,IMAGES_NO_LAZY_LOADING,"Immagini senza attributo loading=""lazy""","{""field"": ""images_lazy"", ""no_lazy"": 14, ""total"": 14}"
https://collezionecasa.it/,INFO,HEADINGS_HIERARCHY,Salti nella gerarchia dei heading,"{""field"": ""headings_hierarchy"", ""issues"": [""missing_h1"", ""skip_h1_to_h2""]}"
https://collezionecasa.it/,INFO,OG_IMAGE_MISSING,Pagina senza og:image,"{""field"": ""og_image"", ""value"": """"}"
https://collezionecasa.it/,INFO,OG_DESCRIPTION_MISSING,Pagina senza og:description,"{""field"": ""og_description"", ""value"": """"}"
https://collezionecasa.it/,INFO,OG_TITLE_MISSING,Pagina senza og:title,"{""field"": ""og_title"", ""value"": """"}"
https://collezionecasa.it/,CRITICAL,CART_INDEXABLE,Pagina cart/checkout senza noindex,"{""field"": ""robots"", ""page_type"": ""cart_checkout"", ""current"": """"}"
https://collezionecasa.it/,CRITICAL,H1_MISSING,La pagina non ha tag H1,"{""field"": ""h1"", ""count"": 0}"
