id,url,normalized_url,status_code,ttfb_ms,content_type,content_length,title,title_length,meta_description,meta_description_length,meta_robots,x_robots_tag,canonical,h1_count,headings_map,internal_links_count,external_links_count,nofollow_links_count,hreflang_map,og_title,og_description,og_image,jsonld_types,images_total,images_missing_alt,images_empty_alt,images_generic_alt,is_product,is_category,is_cms,is_faceted_filter,is_cart_or_checkout,is_account,content_hash,score,crawled_at,depth
1,https://collezionecasa.it/,https://collezionecasa.it/,200,452,text/html; charset=utf-8,75582,Collezione Casa | Biancheria e Arredo Casa di Alta Qualità,58,Collezione Casa - Negozio online di Biancheria per la Casa e Arredo Casa. Selezioniamo i migliori Marchi di Biancheria sul Mercato a prezzi vantaggiosi.,152,,,,0,"{""h2"": 3, ""h3"": 3, ""h4"": 1}",52,9,7,{},,,,[],14,4,0,0,0,0,0,0,1,0,53d98d3fc6065d8483e59bbf8b50e4f8,63.0,2025-08-12 18:15:57.367897,0
